titre,entreprise,lieu,lien,query,location,date_scrape
Functional Data Analyst,Smals,Bruxelles,https://be.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ap2FULOwKTV8wmlC80HtiicegvfVJ2HGG_JhsTsMSe7WrvtKJovykk9_fzekhjGDROA7hIvXyopYTIw_yjlgSJdkTdWu-cfOzh_N8js_1HjjDr6zjt1wylvnU7MqN9HV5QkLWWBV3AeFhAA9gxFSpGpEqH4QM3CXv8zGgUYu2tlWcQjtT2zw-R4bgxLcj6tsBhELpAmNPO7nf3FoRnV7xH5OjfyngbmLXJMdMs7D8v0SBWfvStaKtiNr8kvL31ldCSaY_NrL6ki9HV1lU2I_bfQLtPg5eyaaRwRKYg2slHJ2I805fIoml6DbqICCP-eFhRIii68-qDZayWCpbcovXHt51dA29VhXm5BONut-6fJYUWzndr8eOBaZNXzBYBNBEnvANCh1FGJiXFhAH_ZOmZfAUcxfgNbX5K5zbfPk5bxN6vM8f3auFW2pemIFENoJT5JQ9ZMQp6baWjRjoa8xL16qsT1LVIpC47fdCoRcV_v33wUmOhWqDur4EqTyg4n3aKnpyHccNdqmuiMM2uRKxsRpNnMNWfR9gQaSabj1Ej7l0znGoh40L1zHhfbf4yua-mFr8-sHcjtjLyXL9DD19B4kFWljojOwmxAvQkEvl8W747EcnEuOD1VRh76L0TM8P697lh2q3RgSaVKD2c_ZLCY1uSx0qZwhu3r0f44ltLlOEi3mz2hhbdSQynzQnyzRhqKnA0PQvf_Qmw0Q0jrLbyYHNqgpDg9OUPUoI3ozW152NpWrBb-9JjIHyoBfRfSzqXowG4bQ_aqzCJ_KgJ-5opKUByTgDsjXHE30DamNKZNREFYNUeqrZJa59RQlQKfNGWr1BnBKPZToFiLcjpdTKtkz2WtqKifTsjpvsgvImkAalfLL0YVmqaAJAfYp8meJJcHwaokq7ocA20Bl1aZhd969sc8q7OdgHCY0xGFP4e0Q==&xkcb=SoCp6_M3kXlQKVzN1B0MbzkdCdPP&camk=nUmJqO2E8riM4OPJINzs_A==&p=7&fvj=0&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
HR Data Analyst,Delhaize,Télétravail à Asse,https://be.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BVoitxMfDM4Cg43CFhNuK_pHhGdygZs_Zgr0DamRS3PHi-yVmindp4_0auNsock_EvA5EoeV_mizlwf9GZc3BPoDAVZCTwl10uHcaK48af-gkmEHoqnJ3rrrg7n23KpQVFqcajaWSQhRkKqPZPqn3deNYGr6DN-9pXcRXvniiJjnei56RIlaf5wSt4N7PWtH8YjxM8qaYpH_MdMl4YaHXLUNqZG1LfMFAzi4S4IcJdFnXQVdPhRMZxTmnpvMWw7kk068JXgNo1Hf-k-VBaJy0AnHerMKJHRdIm7fory_gReqiYnc5daZLz2833Me0CV4K6omvjjHJufaz8NqDZHOnDiOQNNjm0p8Vl9VxUPFI5wzj9Hg4HucHjmSBY-S4b3V9coexdXfc04QW1hkjqbwT0fKWRJfaXbStTgcIRgbY-epuRWuPIBmgrAm3QU_FAslRcKjtkNs4zsk_kYzfJPOAsF_fq3aYdQvRdhYhbgP7PTUvRhMJv_V-90JBqjw5rHgeHmruw801vbX0T_guhvFOV-d5KjZPxQwZyBpLN6b2QeJwJBTpnXP_KLM4RbB8UhI1jRuuQG4Y9dgYGMhvKcD38Im7S1yIADUrfAvnJPdXDAated2vJNfE_PL88zEhYlqafTT_p1dI6U7p8gX-W62sGJxD-87911x4zFWOzb7eWCvivKvqh1UXw-14tn1BH3It41U1_6F5KqVwQRn-OLQTKTSsRQhbWT4d1LxdTpZ65LjL89CdPz0w0hWbEHPIT9HJ2El2clZOml1-j8PIP3426v43zP9bO4jXfuE7RFVt1PsYuzSGwwVRcn7fB7i9_BNjJo0nk2m05nbLDRK4rIbvF76fDfrMDShwZqMF8sOX3cfP-X9El1TBh8sIsmMAACyzuNKaPd2teAH6uCQ3RCJgKcyFms0YmuddRCWNPNDyKwQ==&xkcb=SoBA6_M3kXlQKVzN1B0DbzkdCdPP&camk=f416UQcMBpCVH-3BRAnLtw==&p=8&fvj=0&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Analyst,skeyes,Steenokkerzeel,https://be.indeed.com/rc/clk?jk=f49090538378cb11&bb=SpcXdVmSMGwanYuOFtgXaMhsXWLpTtRIz-kGpHlHnencd8siFu9HokKZE0Mo9NHcXsGVxrXh7BO9BN5WhIN5FTC6fx79qY7RgT9UTdsnEW_b7UOseZw7Y1JF-up4alCxSvNZROqqPugt_EKl49NTxQ%3D%3D&xkcb=SoAA67M3kXlQKVzN1B0CbzkdCdPP&fccid=72d4b72de2492726&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Functional Analyst H/F,Consort Group,Travail hybride à 1050 Bruxelles Ixelles,https://be.indeed.com/rc/clk?jk=93cccc420ea49c80&bb=SpcXdVmSMGwanYuOFtgXaLJATNDoIN8374nwEJ2HNdqueailrHF76C0XDbho2uesuRv8TG-srdswz434CCMverOC2sS5fqiRZ0nv-Ib-PlXHIFCAD1Ez4AMf1s1RR1ZhCikrUGdzydYoCNYQXe8RWQ%3D%3D&xkcb=SoCd67M3kXlQKVzN1B0BbzkdCdPP&fccid=7fae83e39c149e0c&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Business Analyst,Infrabel,Anderlecht,https://be.indeed.com/rc/clk?jk=157ea2cfdb848b61&bb=SpcXdVmSMGwanYuOFtgXaFt51ec-PwCwuV0sdTc_E3lJea1X1r0zArmPeET8wNTo0WlWg0DNgwUHwc8Msg61s4de8XWnb4POjEjsBg_nRw4T9upKVdtqDkNva9NvVmckspAZPHDrWvbTqzAaRVilJQ%3D%3D&xkcb=SoAp67M3kXlQKVzN1B0AbzkdCdPP&fccid=ddd0400dc6cb0b6c&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Business Analyst,Infrabel,Anderlecht,https://be.indeed.com/viewjob?jk=0f1e2d3c4b5a6978,data analyst,Bruxelles,2026-04-21 11:43
Data Analyst Confirmé (H/F),Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=dafd6f64f3a9d598&bb=SpcXdVmSMGwanYuOFtgXaFZGpXb_lRcuiy4xnNage6dbXl_vzI3NkR8vH47156GZpgwT_Qi4cRqeK2oExnOtv-Q9YJSddvjH1kDaHwYh_I5sRBqXXd_TKSbPCup8QzY_VtwZ4A-eBibJ9N8cCTMZKw%3D%3D&xkcb=SoCn67M3kXlQKVzN1B0HbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Functional Analyst,Smals,Bruxelles,https://be.indeed.com/rc/clk?jk=d8d2808c99c05282&bb=SpcXdVmSMGwanYuOFtgXaJsOipx60CQIjsbzIppoZZdXykYIRQjKQTb9A3rTF0_mKj02nO593iti9cnQCXHhx7un7qjkvbTMQOv64Gz8xDAkAz15Q09KEwKwGNp5gdOqw2FDfEzdklOE0D4UltSSmgmXetfARvgk&xkcb=SoAT67M3kXlQKVzN1B0GbzkdCdPP&fccid=06d3cbc8540df2a6&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Business Analyst H/F,Quanteam,Bruxelles,https://be.indeed.com/rc/clk?jk=932f3bbdb423916f&bb=SpcXdVmSMGwanYuOFtgXaFOuxrcYdrMjVr3PY8cQ-s2IHvo4rEfTb27DjzAZXx1OT0k14E9Or059Dvz_sQccEqDhuANQGmS7iAl6TIcV94_GOtBvfhjwUTdaw8kMmlS3MuMq2s7WbpL3vWVNof6pTA%3D%3D&xkcb=SoCO67M3kXlQKVzN1B0FbzkdCdPP&fccid=bf3fb669dcbf8d45&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Analyst - HQ Bruxelles,BNP Paribas Fortis,Bruxelles,https://be.indeed.com/rc/clk?jk=3c395bd0df4ebbb2&bb=0sFG8ar601-RFisrJbZCG3JD2zSvZsWPAajXC1LgxSgVge5XmBr12mXdIJx3irmng7q9ic7dayainfCuQigYkuiTytwLzcuB3ezeeJKrBEydNRr16OEpcaul0chyJpCcefJTzjx4YxmcgoCtFU7i7A%3D%3D&xkcb=SoDf67M3kZzd0xTC5R0LbzkdCdPP&fccid=1392500f835bba92&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Data Analist (h/f/x),Fedasil HQ,1000 Bruxelles,https://be.indeed.com/rc/clk?jk=cc69992b491313de&bb=0sFG8ar601-RFisrJbZCG8lH4NVHO-1IAUtd0wrrDdkaY1QNJurDAYN0D2PrXuTTjkrcZm2CccV48_43jdlG08yivmEjchoEexI8GM2gLt5I8HOszAKc5Fe9OQEROjgV1B0UtKL4Y7vRnk8ch3KAmg%3D%3D&xkcb=SoBr67M3kZzd0xTC5R0KbzkdCdPP&fccid=6948a7bbab452a34&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Data-Analyste (m/f/x),Travaillerpour.be / Werkenvoor.be,Saint-Josse-ten-Noode,https://be.indeed.com/rc/clk?jk=dadba39bcfcbe3b8&bb=0sFG8ar601-RFisrJbZCG3uli51xce2zZKg8uUzqxevRUNGg28NuyLR6FrDBYiKzIX5Q-oKzUagrrNvhWrmfhlINngF89Zb5pe0WHR5fw_AXby4DRpZvprV_cwuu5tdZ03oTGnt8N8lWJR4SYIa12A%3D%3D&xkcb=SoD267M3kZzd0xTC5R0JbzkdCdPP&fccid=325d7c89ae6752fe&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Data Analyst (H/F),Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=f8f457a06de03c5d&bb=0sFG8ar601-RFisrJbZCGww8qubUqEdH_blaksciC9sqCmGNr36eN7HDtqSyvszuAlB_3sS9Jh-t4r7bHZmsNx5O1OibXX0lLsBMJF133s6sslOt2XTnz3DPfDHMeK5ualtcKnfYgxb9ZF_wUw0gXA%3D%3D&xkcb=SoBC67M3kZzd0xTC5R0IbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Data Analyst,SPF Finances,Schaarbeek,https://be.indeed.com/rc/clk?jk=f5719035b7e6af97&bb=0sFG8ar601-RFisrJbZCG_jXC0GZrnOYykf84ybztJpZQVjL2ja9uzl0lXUNOBN1tR8l0-EAeY4_vnrqyIx-rlcTusyqy6gPvnNUe37Q3xcvptLw72XCSF5iIqjy74Dt4BgUyQ4OaE9G14KJgRAnZA%3D%3D&xkcb=SoDM67M3kZzd0xTC5R0PbzkdCdPP&fccid=9ec06fd843cfde0f&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Data Quality Analyst,Smals,Bruxelles,https://be.indeed.com/rc/clk?jk=f4627755309a5222&bb=0sFG8ar601-RFisrJbZCGysMf9Uc0pasbSzcPiWHX5zn5K45EWeli5_6wLE0mECsoU2L7fUWhH7vvEFDR5kusfutlpk6F9a_qTX2kf_fWChjLKkpIoTQP3z0yDj_nh2-bh-SVciUt50ELOkR7P-VkCxMVCk-9djf&xkcb=SoB467M3kZzd0xTC5R0ObzkdCdPP&fccid=06d3cbc8540df2a6&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Data Analyst,Carrefour,1930 Zaventem,https://be.indeed.com/rc/clk?jk=39f37205f5d8295d&bb=0sFG8ar601-RFisrJbZCG6g2WYZn9BwbzIP-FEPivjZ7ZeP3MDdvRQo0_nrG5zTydujG6y6uxEBED2yyEJ48pdGDMsmPIiX5IelRy4Oh0J3JaX6ZpAnqcRgE8_I4KIEIBsDo_OC1QT81oiB4eKndsw%3D%3D&xkcb=SoDl67M3kZzd0xTC5R0NbzkdCdPP&fccid=669350d87ae4a4a6&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Functional Data Analyst,Smals,Bruxelles,https://be.indeed.com/rc/clk?jk=c2d0989b929f4ce4&bb=0sFG8ar601-RFisrJbZCG3iAeABSCSLYDAT7V7pmtXT_cs4lj1jka3akC8WTmBKEEfHyzyDiY5tt5tenCy3MWkebhEj89oynUdVHeb7wRhui4XIh63-rx7YM0d25P24sSIcBH9FHL2ADmDuFhBAijtI4zeQmNLYB&xkcb=SoBR67M3kZzd0xTC5R0MbzkdCdPP&fccid=06d3cbc8540df2a6&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Senior Business Data Analyst,NRB,Travail hybride à 1000 Bruxelles,https://be.indeed.com/rc/clk?jk=d9ec5f3692bebf22&bb=0sFG8ar601-RFisrJbZCG2pmyWTxLITotNKGRrh3AH_pT0hkrK3Xmxc5vv4JfPp1ZULHo9JZ-3Ky3WxRfPBj4fvtT_yjE3HLXOYhuJYz3n5v5lM4lc6OUgZ91BG3s3xtMiyvRmn2ANFX1ayAZBAInw%3D%3D&xkcb=SoC467M3kZzd0xTC5R0DbzkdCdPP&fccid=481a77af3f98c0cd&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Data Analyst,skeyes,Steenokkerzeel,https://be.indeed.com/rc/clk?jk=f49090538378cb11&bb=0sFG8ar601-RFisrJbZCGysMf9Uc0pasaaLVlJRjJBOwuq6CBM8lp9PmqTpES6wg7Hp0zEGqpqnBm9NudEMtII31aSTZbeaQuNijP3e91uEhWAnMkPLaBXrKadxc2_B8jPZYWFOh0d1LWNXyBJGnKQ%3D%3D&xkcb=SoAM67M3kZzd0xTC5R0CbzkdCdPP&fccid=72d4b72de2492726&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
HR Data Analyst,Delhaize,Télétravail à Asse,https://be.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BVoitxMfDM4Cg43CFhNuK_pHhGdygZs_Zgr0DamRS3PHi-yVmindp4_0auNsock_EvA5EoeV_mizlwf9GZc3BPoDAVZCTwl10uHcaK48af-gkmEHoqnJ3rrrg7n23KpQVFqcajaWSQhRkKqPZPqn3deNYGr6DN-9pXcRXvniiJjnei56RIlaf52pvX0YUvIXc5wEqQLEqJjgXsMrwCuL_egjuWT386jOWZS3mUzfJw9l6W0sDP8ONlvY1CnGHIPnc3hXlD7g7R-0K7b0zMkud6KYawoe9KBsA98tJeZUbuv7kGceN2T30nbdnZXC2WuivlzTyavcOdlkXymhIu4Pd4oisg7-15J25ZPGYbqAPNWHdP6vIEiMe8MOIPTPEc6hWE7rGjXQD7UpjJvytNNvkwUjcaV3WWxibAvvv1Mgv1Y7VimyZnEj5NHjWeEU_4YczypO5eJnt37zCNJkfUEUFAZ1N18wp451QMuichhod5WF4fFyaMQq7T5FRxuLmTm2ipQHWaOzBjSQ67jBdozBMAqaebcnd5XwPItfc-D-S0BUEU_29OwU0R11kpbqCNOVv-0IJ30hITmmT9nyMJ_xc7BSqJaLNVsq2Obxkjpar36ycPJDX5iSz05ydAxlGv5HIXjzd7MtpSnlOc87ELSIUb76R8oYizjdYqMAgrMx4L_dM45S65rKjoM-SXm8Va78v-HPk_J_qQhZDdysiwONLXTpsHQ4sFtA4kqh8PtNCxX8k6ChxkDknP4YU0DeWhLSnZPzdtc7WfuKMjM9xVWpLoC2yCS225tWGujonFXr1Eusm5QcJXg7HdZ3AJmaR2bgPi88PKxLKL9nIfTZcgtn8jAeMQqLf4WAJh4_m1mxU3LJRLo1J8ZISU4mJqIwH4Q_R7KCteNhVOVC6tm-OsWwkqwi9waMGxNipQocHIZV5Rrg==&xkcb=SoBl6_M3kZzd0xTC5R0BbzkdCdPP&camk=f416UQcMBpCVH-3BRAnLtw==&p=10&fvj=0&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Functional Analyst H/F,Consort Group,Travail hybride à 1050 Bruxelles Ixelles,https://be.indeed.com/rc/clk?jk=93cccc420ea49c80&bb=0sFG8ar601-RFisrJbZCG2OVfq1Nc-AXFe6VGpHOHkbMWdEO6BFetIcr09mMDwkhXDTVzAulDxzmsnbLMHXBPNMYF5kgqxSNRVJTKwfWNAhfXR7pJPXO_M-nQmmmD8o23_5aVpqPvesJKyqwC0NLJQ%3D%3D&xkcb=SoAl67M3kZzd0xTC5R0AbzkdCdPP&fccid=7fae83e39c149e0c&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Business Analyst,Infrabel,Anderlecht,https://be.indeed.com/rc/clk?jk=157ea2cfdb848b61&bb=0sFG8ar601-RFisrJbZCG7f4SQiyRY7FkvP7JF7_v8nJYKlziAHEhTKigK6DWy5TYuk6_G37JBmYPv-T-DhGTcJbnECyfg6bC4KHImWDtGc7YeCEVScylWx1AMAHzMDATlObrhur39tLybgmFyaznA%3D%3D&xkcb=SoCr67M3kZzd0xTC5R0HbzkdCdPP&fccid=ddd0400dc6cb0b6c&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Business Analyst,Infrabel,Anderlecht,https://be.indeed.com/viewjob?jk=0f1e2d3c4b5a6978,data analyst,Bruxelles,2026-04-22 08:22
Data Analyst Confirmé (H/F),Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=dafd6f64f3a9d598&bb=0sFG8ar601-RFisrJbZCG0cxsZ5AqqNGXr70dqThHVVi5cIucrOzbZAihtc1E6GHncjI1sOaGmj0oYmoAIm6y0XdT6d1lJB8yOL5z24YgoJ_i58NiESyhQEHfJB-n8IXlBtefQn0NLElHvoehkTGVA%3D%3D&xkcb=SoAf67M3kZzd0xTC5R0GbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
Senior Data Analyst,AEROW,Télétravail à Bruxelles,https://be.indeed.com/rc/clk?jk=2324232c89823544&bb=0sFG8ar601-RFisrJbZCG6g2WYZn9BwbG9lJzX4vn9OWYU3iY1ww3Ymh_61jKKnMZ1MdutflU1njbbDSez5xTiMPdvG7IIKAOzlzqZfpD-5ymc5f81K_OTGUkTrPXiZXoJafaYctHimx_JcGFKormQ%3D%3D&xkcb=SoCC67M3kZzd0xTC5R0FbzkdCdPP&fccid=f615869c963a999d&vjs=3,data analyst,Bruxelles,2026-04-22 08:22
