titre,entreprise,lieu,lien,query,location,date_scrape
IT/Tools Operational Development & Support & Full Stack Developer (H/F/X),Floreal Group,Bruxelles,https://be.indeed.com/rc/clk?jk=de290e9d15d6a5f3&bb=2u2IBosjmVxGRNA1po5OHM8qohWl9nDG7-5Cy5dXox8BnP0JvAFJByD8x0dZOQEV5JGekphIqGNceNVau2DBuDumxgtFNe6Lage9AtW7_kYNxtf-IfcJCqkl8_6P9SyQ&xkcb=SoB267M3kXtLS1TF650MbzkdCdPP&fccid=55ea39be10300be8&vjs=3,python developer,Bruxelles,2026-04-21 10:29
Software Engineer Python Confirmé H/F,Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=bbe0b98b2ce4f82e&bb=2u2IBosjmVxGRNA1po5OHCqJlG5IyKKtGMkx2VAtsPiP9zWXKHWqKd7mwm3YbVL7SZd0_CCQMAN-tdORdiYZuUx6IGfwa4LHh8dFhljdR3eFfxvaa7X-kfHAUunuhgqD&xkcb=SoCf67M3kXtLS1TF650DbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,python developer,Bruxelles,2026-04-21 10:29
Reverse Engineering & Development Analyst (m/f/x),Travaillerpour.be / Werkenvoor.be,Télétravail à 1000 Bruxelles,https://be.indeed.com/rc/clk?jk=8cbd4dc9f430b202&bb=2u2IBosjmVxGRNA1po5OHEDeQSc2ZKKYA0_oBGHnkzYjsyKx-6TNhtG5DMqWcuFvVIugpf3KYcX8-GJsAbNfZROniFrVxi3UxPvJJORMDpB4RI3iiPumkACWomtYIm3z&xkcb=SoAr67M3kXtLS1TF650CbzkdCdPP&fccid=325d7c89ae6752fe&vjs=3,python developer,Bruxelles,2026-04-21 10:29
Software Engineer Python Senior H/F,Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=aa3c6d50c58fa748&bb=2u2IBosjmVxGRNA1po5OHGbndrq3B20EqXMcYzVgqPdWG1AFE16EqqT3q6oZ_oxze6RTzH_SBbj7Jvj9am1Qs6t_BnbGDKBNsKPYQGLBDqPSL7w-nH21AGbyUsRKLT9b&xkcb=SoC267M3kXtLS1TF650BbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,python developer,Bruxelles,2026-04-21 10:29
Business Application Developer (.NET & Odoo) - Du concept à la solution : vous développez des applications intelligentes,Embuild,Télétravail à Bruxelles,https://be.indeed.com/rc/clk?jk=47905d5f95520cd7&bb=2u2IBosjmVxGRNA1po5OHDfKiDyTL0_BdqRWyRvKht5eTnUX9k2pRbNgqGavNeT2YARYvnX_bM7E7Y2UoKds4ys3Jl4w25D3kGSNDiX2IwpL5MFa3gjjihtMnA3zbxwr&xkcb=SoAC67M3kXtLS1TF650AbzkdCdPP&fccid=ad48c3a494983266&vjs=3,python developer,Bruxelles,2026-04-21 10:29
Secure Software Developer (F/M/X),EGOV Select,Evere,https://be.indeed.com/rc/clk?jk=acd75ddecf520038&bb=2u2IBosjmVxGRNA1po5OHBGNi-1cPcVSog9RDwNEstzbssAsQlDqFPoZtmLi5skxE0tEaee370YVMprNqKKjB3JaE-3acsdCwCEQvE-nohVFdOI2tNTFFGiq7CUPDrjC&xkcb=SoCM67M3kXtLS1TF650HbzkdCdPP&fccid=f38ddf298443c1c0&vjs=3,python developer,Bruxelles,2026-04-21 10:29
Senior développeur C# / python H/F,Quanteam,Bruxelles,https://be.indeed.com/rc/clk?jk=a63aafb4754f74f1&bb=2u2IBosjmVxGRNA1po5OHOE0F003VHOt_B4QTsRMWuGBULkOg1G_CYLTPI3DBS8O_AjtpQalTuvQi2RZ1vM_QYWLBwjJhFmkt1A6Xn-QYLXYCE7OhBD_3tE_fWqwTamO&xkcb=SoA467M3kXtLS1TF650GbzkdCdPP&fccid=bf3fb669dcbf8d45&vjs=3,python developer,Bruxelles,2026-04-21 10:29
Développeur senior Python et OutSystems,Mutualité Chrétienne,Schaarbeek,https://be.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dgaxn9h3XtOGOAfVDXAFhl3-1dziKi5Fb-TPqvum3rcljv_J8tx4ChBAC682GfdQ0UDzN5sPQaURCJTYpR60SJjyXO1_QOtKUeoWfBWP7beR-stCS8GIkgY5iyR30MpleF8SI84Nt0e38_8l2RpiI4LBtgET-1xxM2BJX68hViJVC5sMysJpzDN5Z0fZozxIPOX41fdUKfRNTy7ZY03SSzc8l6WqlFRGigEb4OH4qprF3Xr2GWn1eb_qAc2dYXaDo0iee87HHPwRA2ex53q9rcjwpBnhE7YUIDosn5fBdWmuM_qFE_i-DlhNWat4YHBEcz0tsus7jU0UXXo8RQEofAHstNnxvGuR-VF9l77-lE7JSAUdKpv4JltFx1khv7oB6lkc93y7ePY4as9mgksMtc94_pci-OW_iNlmxpiKjBnT2Zbr0qdkWz93IAC8h_DO_9K5NDAz18A6FTWmLSoMme8n-HO2Y_b70WPOuG4prPNrqyxI27zUJTj-ieG2QnGu8S1ycBaUiVdraL2RymIFVwEAZ9-hh4jtri5Cmul2eGzna3BJ3TZLZQdE9OdiM3S9mfVhgDTqLO0R-QtJut6VYSILSJdgUsZwfZYf9sQrfcdqWDyvnxuI5E3Mfe5RCyYLQQOvejp0wRBYlaDwGyRDvQIWUZtM9RQfNe0YkhjVDrGalLEbs8OPrqOBpCkJtR1J2o88wgRleP-uP6MxOjHM9MqZQUn8qpGuqSOG_hT_9FsIDHgLyyV6qQzqZbLpPwuAI4qkbPJk9xPA==&xkcb=SoBR6_M3kXtLS1TF650FbzkdCdPP&camk=nUmJqO2E8riMWev5Fz35qA==&p=14&fvj=0&vjs=3,python developer,Bruxelles,2026-04-21 10:29
Senior Python Developer (M/F/X),Acensi,Bruxelles,https://be.indeed.com/rc/clk?jk=7282be4349434a35&bb=zfyFo6JFrnqkQlAihhmSmzhTSAY7j2EpSh8ZqepS7pu4J7jCqpFY8VbUyXq5d8YzDBft7bknaIC2mPWISSLe9ioKUClJZh4_8kfuUhjVO8YJaJopTHGkHhoUXVjrqIaX&xkcb=SoAd67M3kXtK-GzN1B0LbzkdCdPP&fccid=0c75d0e2b945231d&vjs=3,python developer,Belgique,2026-04-21 10:29
Développeur IT,Ecofrost,7600 Péruwelz,https://be.indeed.com/rc/clk?jk=4f4e1fb96b792299&bb=zfyFo6JFrnqkQlAihhmSm4hGtjV8cb1baCevh61-Vx91nVyTbGMZcx8uqe_YG79_vm2Zr09jQGkLkqaBfCDEKqOwRtxIT2vPq2QQt9iGRI4N9go4Ec0LNvj94XzveFdb&xkcb=SoCp67M3kXtK-GzN1B0KbzkdCdPP&fccid=4b2c3c66b1f8705f&vjs=3,python developer,Belgique,2026-04-21 10:29
Developpeur Full Stack,Icare-Soft,6040 Charleroi,https://be.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CX47ABcXcx3VYiiT2HRTTLQmMgft2Ks9zX427cTkXf4tTEt4Pd_u8UGADd5YyTzhVBHj4_-NsQwa3TC4vBjcOqYEfbCVyeIPHkmEQnfGJtRAompnQ5hcdTlC2Sz2emX34utwpcdI9M1WkVJYD31NxW19bCelyKavl9c7_5HQFxGDGMrO0LVH3SsxNHgmtjYjs98wSg_eEwzQdDaG_1tk6OBJWA6S6FmBU6_fs3SiDVUO83zyF2eX3B35fsL1bGIaHwZDzWIFrkDJGNggQ1F5POqroqDWYDSrp2dF114WVdpKqsiY8nBOf70mbt48L8B5kZbdCsn3ax3EiYueBIuLQxZBi1V_eWiJBzY752HgsZWekR5Exl-WPGKQR8YtNK3E7a5Ey4syVwCCBwjB-yBB61BvRinmNYteI9EpcVX_6bB2XnDlnMO-HY-UYeu9yCnRyTfUkLhdLCmW79OB13KEwGL1Zv2yGs2dTT1yhURG33tfDFhnOhUiuB05I6t5Ab0DQkz3UQGRegjtne6h5m-00kwpkamIA4pbMJAImpfCWOl5xP07DlY9CQHddPl7idGB7ni0uR3G4pKHPs0qARKUC38J0WBVqUTjaUM1fcGmJMA2mJD5oefy1jIZTDKW2EITMKFoUH-Ol2oziYW5RRIa8MnvpO1eGsZQZkplK5DhOddS5_aJRIBHm0Aj__vIsY3WM4ILA_hr2IgA==&xkcb=SoDA6_M3kXtK-GzN1B0JbzkdCdPP&camk=UoKtGZLa3XJ4gtK-KUV_gg==&p=2&fvj=0&vjs=3,python developer,Belgique,2026-04-21 10:29
Software Engineer Python H/F,Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=98c707523f1f7ff5&bb=zfyFo6JFrnqkQlAihhmSm3rWrVFrcU-rp14Z-2AcrHVQ8WXq2qYwOQ4_Ld1zlFv-PLlB1uhrS-J8Ked2DSMIoKFqdPvUGmGwkv7zl_mkZZ91GQ6T-EoOF1H-K5dEZ4AR&xkcb=SoCA67M3kXtK-GzN1B0IbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,python developer,Belgique,2026-04-21 10:29
Développeur/se disposant de solides connaisances en Python (m/f/x),Travaillerpour.be / Werkenvoor.be,Etterbeek,https://be.indeed.com/rc/clk?jk=e41cf14ce762599b&bb=zfyFo6JFrnqkQlAihhmSmwKELPQD-z_b3Q78M7Gw0G2esw3uWhmQCI_2P1ddLTKuUmgpPRXhTAeMx18b5f3KSatLgt350g4gprLYft-b-XsS-NPm65MBLBDg9V0wIMAX&xkcb=SoAO67M3kXtK-GzN1B0PbzkdCdPP&fccid=325d7c89ae6752fe&vjs=3,python developer,Belgique,2026-04-21 10:29
Python Engineer / Test Automation Specialist,Mutualité Chrétienne,Schaarbeek,https://be.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dgaxn9h3XtOGOAfVDXAFhl3-1dziKi5Fb-TPqvum3rcljv_J8tx4ChBAC682GfdQ1jB3PqQ4d5GXsjAWZ-EUPp2Yfj_ndetbsb_DBIi09I73R6eV1juhLfIfhDmy6PnPkHOtPvlCNbAh9n4ojGXPn1IhVrJgt0lYEgLfOZdOkhgGSfta2BHpYUlb5s0QUvq9skIYvKYWs0kUZkbkrMAVrxCumDvKtL-QIe1i97hO__c72O3ljofh9h1Fh17lBSDo-IrWTVkGqUYpbsZ_OMIEMk5aQC0OA-6BkBmKf8qI252G6EvgrXAhIYMJMAyEs7Bps9WCjuznsAf-pNIrJeGzsg6dvXczSsKhlOD-qBRR1R9FTC0gCuO6LC530KJVn6zpRP_zjCo51ANATLFFxyChEJiEcxTcpQxXpwPQr8fro4NX8WmvipMhwPYyFXMM0IdyXRAxuBN-mcvoSNVd1caJXkjWdX5KmA8n0WpcGE8b8jReWVfEzf10lqxlgXhyren0NfSKo1-4-VT2DtLkuP2TP5uLct3BOuA14zhZrdxJC6UkXwNF6BUqIwCwH3SwBn_poR4gaBJcJobA9sMqdR1QfmQMHNkBCZuy8IqEQz0D6kVNtu7afj5miciirP0VXJK0PS8IwCgxyA0EFjZf8f5SjjMee4qhhPkLtpgdRYrSZEN4-mLvwIT60U8IqyP2ldttG3fRgvRwFeSCIoQ2AX0Qsd1CVqxaP9nmZzD35BBOEr-aEXbg8EK-hU_LCeaOdHhXI=&xkcb=SoBO6_M3kXtK-GzN1B0ObzkdCdPP&camk=nUmJqO2E8riMWev5Fz35qA==&p=5&fvj=0&vjs=3,python developer,Belgique,2026-04-21 10:29
BI Developer,Smals,Bruxelles,https://be.indeed.com/rc/clk?jk=f03d1f016dac7858&bb=zfyFo6JFrnqkQlAihhmSm0SODJgc97LLAzm9p5XmP33Ot5o8KymsOkQDM84Jvv-tJlLexajkflqUiGEv2KZ47fO18B7Qq8mEvNiCBRp7nxjB9mT2dYwtacmPo0siUSnv&xkcb=SoAn67M3kXtK-GzN1B0NbzkdCdPP&fccid=06d3cbc8540df2a6&vjs=3,python developer,Belgique,2026-04-21 10:29
Software Engineer Python Confirmé H/F,Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=bbe0b98b2ce4f82e&bb=zfyFo6JFrnqkQlAihhmSmw80Oho5pRHV8z0xatvSjsYOFvDvEolooS5lTeZuUfLe4fVAnr8Md7MGbZmu3DU1nAHbG31Ve_Kes2-mW_JKvBKANgU2tG2zNeIlZdN0Hkjw&xkcb=SoCT67M3kXtK-GzN1B0MbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,python developer,Belgique,2026-04-21 10:29
Business Application Developer (.NET & Odoo),Embuild,Télétravail à Bruxelles,https://be.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CmGzI3U24-o34otkjFZi67HbiJsRYvr1xSi-T-nFie17AZXor4Ck1Rc43ITnRw7v6ZigA-wCazOO4RXW7JlnsuctwqNmF3RIDqKORaRF8x5P_A7E-uvqrTUxuyoBvLAyFGUbeYytmfRobx5ndwILDM5N0rsZglinamLYgrYGW_G5ly8hF8uYH_hmtX-XzVePmEF-rMsf9ZvRU48s2RAXnDoxM8qD9p_I_53CEsc35AvEUB7v_1XfO9QyEePVUYMsEAj32O-Vg4FkOkysLUddNj8fysYHCm5-lUsA8nuJOo7Ph5DNtt9N9nufaVH-Wio956HBeZTiWmn4VKKLK17yio65nVY4L5UEuNAkpcVGkgWyLnYTRWdwO2L9teFHf4DF5LX1Ay-FK9HAXzlcgsMKWiuKLgaf4xA14VlR4KysN0HadN-YDK8E10rKXFmqYaIUvk-rWzewwfhhCthEE6-nKJbGagGz59DaBFnUjL2yRhJOMaNT1Z3-JtTW7KpNl4qNwr_xPjI6F2hQDZmXAd1S7iOmHaHP-aDmqYk1oSqpY-f_8POkYlP29pNxOLNW7m4px0BYDKK2UXJMOY0CUfnGwXitOP2lV-pEGGotxpXfctqI2E6RHQGqQ0D7SBWk74uymOMzliU8a9vot1Z7EZH-Txhr3Gz_LfnNi-BD7tXwfxqvSpVmIkvQIueXWnH_8nTXhb1oWPJpZngQ==&xkcb=SoCO6_M3kXtK-GzN1B0DbzkdCdPP&camk=C3EPSzFlQw_sczc4_ouAPg==&p=8&fvj=0&vjs=3,python developer,Belgique,2026-04-21 10:29
Business Application Developer (.NET & Odoo),Embuild,Télétravail à Bruxelles,https://be.indeed.com/viewjob?jk=a1b2c3d4e5f67890,python developer,Belgique,2026-04-21 10:29
Reverse Engineering & Development Analyst (m/f/x),Travaillerpour.be / Werkenvoor.be,Télétravail à 1000 Bruxelles,https://be.indeed.com/rc/clk?jk=8cbd4dc9f430b202&bb=zfyFo6JFrnqkQlAihhmSm-6C33TKqCcEyW_lENIoLeeggfX_9RVSGbIrMAyssKIeyeWjasqCxyzqXGe2X1gKP8EJPw36QBxWmvOd7hE457aXm_SVLyQ9vB0SLmq7T27f&xkcb=SoDO67M3kXtK-GzN1B0CbzkdCdPP&fccid=325d7c89ae6752fe&vjs=3,python developer,Belgique,2026-04-21 10:29
Software Engineer Python Senior H/F,Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=aa3c6d50c58fa748&bb=zfyFo6JFrnqkQlAihhmSm2udbrUCuwHF72b-lb-H-DYgpeuV1G0m8F4Xpmff_RkFipz6aCkAxw1W-3_2c5wJp5YHkBgk_NUHGbypRAoCATXTDbS-5OOGpDHAarBT1aO0&xkcb=SoBT67M3kXtK-GzN1B0BbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,python developer,Belgique,2026-04-21 10:29
Power BI Developer & Administrator,Paradigm,Bruxelles,https://be.indeed.com/rc/clk?jk=b5410d56c48b1cb2&bb=zfyFo6JFrnqkQlAihhmSm3g8S-yGcxverXv8yhDlnqcyv6fm8ZpXC96f9jyKSedafM9F4HMy7mV5WiXx5IIfbUbG43iYmCBl8H44k1f-5-j0RLEbkLjvK4rpAzSLcDbB&xkcb=SoDn67M3kXtK-GzN1B0AbzkdCdPP&fccid=756b56d5afcb7d62&vjs=3,python developer,Belgique,2026-04-21 10:29
IT/Tools Operational Development & Support & Full Stack Developer (H/F/X),Floreal Group,Bruxelles,https://be.indeed.com/rc/clk?jk=de290e9d15d6a5f3&bb=zfyFo6JFrnqkQlAihhmSm-tBbKDWx6Cn2pjgJv6vwA3-P38pqIdtqebA7Y6pTZGL6umGB3JgeDRfIK_v93aEYcDG2gxAsQ5rIsyGnzSJ4jBLR-Cm6abwyyP2lH4saGVs&xkcb=SoBp67M3kXtK-GzN1B0HbzkdCdPP&fccid=55ea39be10300be8&vjs=3,python developer,Belgique,2026-04-21 10:29
Business Analyste - Développeur Automatisation,Solidaris Wallonie,Belgique,https://be.indeed.com/rc/clk?jk=4b57382437bc420e&bb=zfyFo6JFrnqkQlAihhmSmza775sHwSy_ANlqgmxscB4SCtICfuXh3frbIy6QEAlzWVAUWjMuCHV6SfqUByaY8Z7anlJofQHmFO16ggXqA6Clab86NG5NY56nQFh0R2jX&xkcb=SoDd67M3kXtK-GzN1B0GbzkdCdPP&fccid=73976e71f4d0084a&vjs=3,python developer,Belgique,2026-04-21 10:29
Business Application Developer (.NET & Odoo) - Du concept à la solution : vous développez des applications intelligentes,Embuild,Télétravail à Bruxelles,https://be.indeed.com/rc/clk?jk=47905d5f95520cd7&bb=zfyFo6JFrnqkQlAihhmSm70FQdR1jMyU7_ZKyNzmF4YhZirrO_N7aEYPUHyLMqfIlfZdpQoUQKGMw0AwCXQaOgukJ-BYVPqmbUghGVKHCsRnxWLjYuQdxktilhCb2JtQ&xkcb=SoBA67M3kXtK-GzN1B0FbzkdCdPP&fccid=ad48c3a494983266&vjs=3,python developer,Belgique,2026-04-21 10:29
Stagiaire Business Actuary,Athora,Bruxelles,https://be.indeed.com/rc/clk?jk=888f2bc659f73269&bb=7vvrB6FWMGOlAGwTLdUGO9pjQovcHfxwfE5pVc53oIe4qRMV4nJHssIGohTv7LPaV__PEYhjd4U1SNcMCJ0mlG4oK7IHiCh3qUHVIBbnlt22E5hrkvck4DhXPmx3l7CBST24n9n2uG4ma5iJnNqZs8el_4ARlYqv&xkcb=SoD_67M3kXtKbVAfYj0LbzkdCdPP&fccid=6f6f67165910ca26&vjs=3,automatisation RPA,Bruxelles,2026-04-21 10:29
Analyste Développeur RPA Senior (h/f/x),Federale Verzekering / Fédérale Assurance,Télétravail à Bruxelles,https://be.indeed.com/rc/clk?jk=0e5e614cbf2f7951&bb=7vvrB6FWMGOlAGwTLdUGO_EnUuA3gHJzS4NGjQO3w4Bxn892tYf_5bfoKBGZYNM32hlsf9GSEpBWY3mrLmzGTXG0crS8ejKF421IgruKo_Mn7mAdLTSLDtDR5Ekeo6odTCbizfLixrgGRszp4KUffigckUfahVbd&xkcb=SoBL67M3kXtKbVAfYj0KbzkdCdPP&fccid=58ae8cc95293998a&vjs=3,automatisation RPA,Bruxelles,2026-04-21 10:29
Analyste Développeur RPA Senior (h/f/x),Federale Verzekering / Fédérale Assurance,Télétravail à Bruxelles,https://be.indeed.com/viewjob?jk=890abcdef0123456,automatisation RPA,Bruxelles,2026-04-21 10:29
Architecte IT Driven Solutions (h/f/x),Federale Verzekering / Fédérale Assurance,Télétravail à Bruxelles,https://be.indeed.com/rc/clk?jk=2de85608670102e0&bb=7vvrB6FWMGOlAGwTLdUGO5eNTc2xtozyFWxwiZ-Mv6tE8MYOmb-S8yrQq1VsFQk0intEwQ7J8yC3OZmQjU4p5erJ3k8xu_P96w1i-FU8MMVS6_VLfI7MwOUWO1Oqj7vpbwO9QxwRbar-U_-17rlvS2JXH2x6D1qw&xkcb=SoDW67M3kXtKbVAfYj0JbzkdCdPP&fccid=58ae8cc95293998a&vjs=3,automatisation RPA,Bruxelles,2026-04-21 10:29
RPA Developer,LEVUP,Télétravail à Charleroi,https://be.indeed.com/rc/clk?jk=e209544b345d868b&bb=6G1kp-R1LSbwW9mJ8-y_0sqUwtPQt6l8t_8bNTzVFNYeMxcMrOPyqfyZYJ0Lo_4WQBJQ6HxVABXDdCV8LQG7I8DNLuLY1UcJ2xybUk4qdJQC_Z_jtcaVhcGyYmLpevOv&xkcb=SoAz67M3kXtJ7ITDC50LbzkdCdPP&fccid=28226158cf6cfde1&vjs=3,automatisation RPA,Belgique,2026-04-21 10:29
Business Analyste - Développeur Automatisation,Solidaris Wallonie,Belgique,https://be.indeed.com/rc/clk?jk=4b57382437bc420e&bb=6G1kp-R1LSbwW9mJ8-y_0mOG9TKD-L6kAGn-2crGA_JjcUCMJAgDMoHcFZ5YvnV5q02xPrxVjeuwlo5zyJAtba3LrOHrDCjLQctKbKJWa258GUEkstZuqsCAaMGS905p&xkcb=SoCH67M3kXtJ7ITDC50KbzkdCdPP&fccid=73976e71f4d0084a&vjs=3,automatisation RPA,Belgique,2026-04-21 10:29
Analyste Développeur RPA Senior (h/f/x),Federale Verzekering / Fédérale Assurance,Télétravail à Bruxelles,https://be.indeed.com/rc/clk?jk=0e5e614cbf2f7951&bb=6G1kp-R1LSbwW9mJ8-y_0hVSPcm9QCv3OeTHXdPgzQJX2i_PHpL3TtQu51fzEW7XpwC8dH0gcQcm-gvl7Xj0UMtq3bWihidLeycZeFAG_GPK67q3YpLSjQc9OIYo5HOe&xkcb=SoAa67M3kXtJ7ITDC50JbzkdCdPP&fccid=58ae8cc95293998a&vjs=3,automatisation RPA,Belgique,2026-04-21 10:29
Analyste Développeur RPA Senior (h/f/x),Federale Verzekering / Fédérale Assurance,Télétravail à Bruxelles,https://be.indeed.com/viewjob?jk=890abcdef0123456,automatisation RPA,Belgique,2026-04-21 10:29
Stagiaire Business Actuary,Athora,Bruxelles,https://be.indeed.com/rc/clk?jk=888f2bc659f73269&bb=6G1kp-R1LSbwW9mJ8-y_0siYT956dTHZUYy7ZRz5-IlIflCvsttU7JYqafgopwbweV22qntvJ4hM2CylEUL5eBZOlT37ilSO_y2dxv9KJ18qBgvgatlHY9kjlskQxnuv&xkcb=SoCu67M3kXtJ7ITDC50IbzkdCdPP&fccid=6f6f67165910ca26&vjs=3,automatisation RPA,Belgique,2026-04-21 10:29
Architecte IT Driven Solutions (h/f/x),Federale Verzekering / Fédérale Assurance,Télétravail à Bruxelles,https://be.indeed.com/rc/clk?jk=2de85608670102e0&bb=6G1kp-R1LSbwW9mJ8-y_0nfXFV_k_UfRzlyR77ussdczYdhzys_mE7j6YU-tNRgAcrSLryEVFSiyFR16RFUY8nPHmKEQRh6z9upxNk6Cr8kaz4ixAesB_EQSVlretoNP&xkcb=SoAg67M3kXtJ7ITDC50PbzkdCdPP&fccid=58ae8cc95293998a&vjs=3,automatisation RPA,Belgique,2026-04-21 10:29
Data-Analyste (m/f/x),Travaillerpour.be / Werkenvoor.be,Saint-Josse-ten-Noode,https://be.indeed.com/rc/clk?jk=dadba39bcfcbe3b8&bb=SpcXdVmSMGwanYuOFtgXaCbyjmi7IK_8449WVm1UkvTR4gcLYl_Qhh1eIn1BpH2zFHQ4tBwJ2URgmU7h3ztboqwuyqlIWKOCEFHk-q0YiwFj0_Pmc_qZ6yTdALNhy2lU2KGjsBnqrzygswP6d2X9PA%3D%3D&xkcb=SoDT67M3kXlQKVzN1B0LbzkdCdPP&fccid=325d7c89ae6752fe&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Analist (h/f/x),Fedasil HQ,1000 Bruxelles,https://be.indeed.com/rc/clk?jk=cc69992b491313de&bb=SpcXdVmSMGwanYuOFtgXaBUN8Cv01SdhBW6SyhAlbdc4ssrV0RE3VBRiOmOfTWtsh05LNfVvd2OKd6OYsK-y2hbIuw8gacA-2imkdpypT1KjKIj00fNAPXIeyUOFO_KpEllJrry-p2Ejpw2mKm5FnA%3D%3D&xkcb=SoBn67M3kXlQKVzN1B0KbzkdCdPP&fccid=6948a7bbab452a34&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Analyst - HQ Bruxelles,BNP Paribas Fortis,Bruxelles,https://be.indeed.com/rc/clk?jk=3c395bd0df4ebbb2&bb=SpcXdVmSMGwanYuOFtgXaHw6A3C1UkAsJxz3eFS3DPZTKornvzC_n9Y3VYlfY6jEA452Q_12IIzO3qGNDQ5cWTIe8eaPmENMbBCZM4XQ7K3tYTffsnm3Z_Gxv5NbqmX0cWzSTn7cYzMxSjDNXaQDBw%3D%3D&xkcb=SoD667M3kXlQKVzN1B0JbzkdCdPP&fccid=1392500f835bba92&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Analyst (H/F),Extia,1160 Bruxelles Auderghem,https://be.indeed.com/rc/clk?jk=f8f457a06de03c5d&bb=SpcXdVmSMGwanYuOFtgXaNvXaDwohycxONt0p_5x7ro7PolMfsnvsyrguhbd9ult7HcEEoCPxlLP4CAYQTavZuInQcyJaJMe898KZrErt0BuuXlPWLtG9z9D6JDQGd_IRYSQprgfw1OZDcZi_9Ytcg%3D%3D&xkcb=SoBO67M3kXlQKVzN1B0IbzkdCdPP&fccid=51f8790ad48982e0&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Analyst,SPF Finances,Schaarbeek,https://be.indeed.com/rc/clk?jk=f5719035b7e6af97&bb=SpcXdVmSMGwanYuOFtgXaJ0QkCBnycPiC2VY8HkcvHzg7jnMhN6_j7huQN7z8jAY2PGTeDXW544blKSgKuWmhDYe1WUM-9h10frl2nYkHn8A4RkuC0gBVE3_G9rShoiqvvlG1UbWd5b0SXcT6K_-AA%3D%3D&xkcb=SoDA67M3kXlQKVzN1B0PbzkdCdPP&fccid=9ec06fd843cfde0f&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Quality Analyst,Smals,Bruxelles,https://be.indeed.com/rc/clk?jk=f4627755309a5222&bb=SpcXdVmSMGwanYuOFtgXaMhsXWLpTtRI2Aq5Vc_5ziEJvOcPDRHsHyDZ2PImQnoE6uAtZkefqTIGer7grmwduptYkgJlP74NVXuXp1mYIFG83RZfjXW7XZrBQ2noxGmhFekH-YM1grHAUOwI_D7xhSKFqPNQQhrt&xkcb=SoB067M3kXlQKVzN1B0ObzkdCdPP&fccid=06d3cbc8540df2a6&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
Data Analyst,Carrefour,1930 Zaventem,https://be.indeed.com/rc/clk?jk=39f37205f5d8295d&bb=SpcXdVmSMGwanYuOFtgXaEQqphj6zF5YPYDhesTCn83oIUgTjJGuA-oLCvUNqfVLLvEDnk9q139EBMBBPKM_KwVrtyNlcuSa7eSNmNivhMiKxD-HjnSPyiIOkxYlCW8_gV63DgjLN5KmUgqt9-QzJw%3D%3D&xkcb=SoDp67M3kXlQKVzN1B0NbzkdCdPP&fccid=669350d87ae4a4a6&vjs=3,data analyst,Bruxelles,2026-04-21 11:43
